"📍 See this list as a map (in more languages, too!)
📍 Vea esta lista como un mapa (¡en más idiomas también!)",,,Learn more about MALAN here!,Check out our directory here!,,,,,,,,,,
Submit an update,,,This is not an exhaustive list. Info will be updated as we are able to. Please reach out to the organizers directly for clarifying questions. ,,,,,,,,,,,
Greater LA Area,Alta Heritage Foundation,,Services,,Volunteer form to help recover cremated remains,Funds,Free recovery of cremated remains,Submit a service request here https://altahf.org/service-request,ALTA Heritage Foundation,,https://altahf.org/,1/19 8:30 PM,,
Remote,Working Mom Notes,,Services,,Volunteer form to help to get stuffed animals to children who lost their toys.,Check the recovery list to be matched with a family looking to replace kids' stuffed animals,Stuffed Animal Recovery,LA Wildfire Stuffed Animal Recovery List,Instagram,,https://docs.google.com/spreadsheets/d/18Q7Tq_H9DDjw4CFjeZAKf83MctevgGeyJm--8PEcRG4/htmlview?fbclid=PAY2xjawH0UN5leHRuA2FlbQIxMQABppxEyOhdcD1l5Lc6TCvSvFYFVStIaxeRBg3JwfLhZfOXRS1knFz-YHkBRw_aem_apg1zXjwWnqQlsAWDu2NpA,1/19 8:30 PM,,
Greater LA Area,CalFresh Disaster Response,,Services,,,,"Hot Food Waivers allows household participating in SNAP to purchase hot foods (Kern, Los Angeles, Orange, Sanbernadino and Ventura Counties)

Food replacemnet for food purchased with SNAP benefits taht we lost as a resul of destruction and power outages caused by wildfires and related Public Safety Power Shut-off  (Los Angeles and Ventura counties)","CalFresh households in the impacted areas will have through February 5, 2025 to request individual replacement benefits.",CalFresh,,https://www.cdss.ca.gov/inforesources/calfresh/disaster-calfresh,1/18 6:15 PM,,
Greater LA Area,Cremains Recovery Services,,Services,,Volunteer archaeologists and canine dog handlers can apply to help here: https://altahf.org/volunteer-form ,,"If the cremated remains (cremains) of your loved ones were inside your home when it was destroyed by wildfire, help is available. A team of dedicated volunteer archaeologists, along with trained canines, is here to assist in recovering them with care and respect. Please visit the website to submit a service form. Also, please see the flyers for instructions on what to do to ensure the best chances of recovering your loved ones' cremains.

This is a FREE service provided exclusively for wildfire victims.","Please see flyers for more information:
English: https://drive.google.com/file/d/1VzItlquR7Q0_N9z08lT8AMBBHwQwLD5A/view?usp=sharing
Spanish: https://drive.google.com/file/d/1fWlraOBYTfiOKpL8bflbfOLSW-EgYnn5/view?usp=sharing

contact: https://altahf.org/service-request","website

",,https://altahf.org,1/18 10:00 PM,,
Greater LA Area,monday.com,,Services,,,,"Support to organizations and initiatives responding to the wildfires in LA. As part of our commitment, we’re providing free access to our work management platform and we have a dedicated team on the ground to help get started and save time.  Our support is tailored to the specific needs of the relief response (completely pro bono, of course). Essentially, we can customize our work management platform and create any digital solution needed to streamline your operations. anyone interested can fill out this form: https://wkf.ms/4hbMhkR","in your response, please give us a brief overview of what your operation looks like, so we can come prepared to the first meeting with youfill out the form https://wkf.ms/4hbMhkR or email hagarsh@monday.com
Reference Link",monday,,https://forms.monday.com/forms/e16288fc9c588775d425d5a50b86c92c?r=use1,1/18 10:00 PM,,
Crenshaw,spcaLA,,"Donation Drives, Animal Boarding","5026 W Jefferson Blvd., Los Angeles CA 90016",PAUSED,"Funds, canned adult dog food, canned kitten food",Pet housing for people affected by fires in Los Angeles,"If you know anyone affected by the fires who needs temporary pet housing, please have them call 323-730-5300.⁠
⁠Hours: Wed-Sun 11am - 3pm",Instagram,,https://www.instagram.com/p/DEyY6mosLWK/,1/18 7:30 PM,,
Greater LA Area,Magic Cleaners And Laundry,,"Donation Drives, Free Items, Shelter, Services","111 N. Lake Ave, Pasadena, CA 91101 ",,,"For all of January:

If you’ve been impacted by the EATON FIRE and you EVACUATED we are going to HELP  with your laundry WASH & FOLD for FREE till end of the month!! Including FIRST RESPONDER UNIFORMS !!!!! No charge at all!!!! ","Store Hours: Mon-Fri 7am-7pm / Sat 8:30am-5:30pm
Delivery Hours: Mon-Fri 9am-5:30pm

DM  us for inquires
or call 626-796-1975",Instagram,,https://www.instagram.com/p/DE3GefJMvSS/,1/19 8:30 PM,,
Remote,Rebound Health,,Services,,,,Rebound is a digital trauma recovery program created by trauma psychologists and survivors. We are offering 3 months free for anyone impacted by the fires. Our hope is that this provides a safe space for them to process what happened and manage the intense emotions that may arise.,"Our website is https://hellorebound.com 
Folks can redeem the three months directly via this link: https://apps.apple.com/redeem?ctx=offercodes&id=6474373365&code=LOSANGELES ",Redeem Here ,,https://hellorebound.com ,1/19 8:15 PM,,
Remote,Trashie,,Services,,,,,"
Textile Pickup & Recycling Support for the LA Fire Crisis

Can removing excess clothing from donation centers that are over capacity and need to put their labor and space resources to better use and replace the clothing collected with giftcard donations to be distributed to those in need in the same areas.

Fill out the form to schedule a collection: https://www.trashie.io/lafire",Trashie,,https://www.trashie.io/lafire,1/19 8:15 PM,,
Greater LA Area,A Sense of Home,,"Donation Drives, Free Items, Services, Direct Funds/Grants",,,,Finnancial assistance and Furniture for aged-out foster youth ,"Contact ASOH brodie@asenseofhome.org.
+ Family Urgent Response System  free 24/7 hotline (833-939-3877) 
current or former foster youth and caregivers  cal-furs.org.
non-fire related questions, please contact youth@asenseofhome.org","cal-furs.org
Instagram",,,1/19 8:00 PM,,
Remote,Kin-nection,,"Services, Free Items",,Therapists and interpreters who are willing to provide pro bono services for three sessions (approx 3 hours) remotely,,3 Free therapy sessions for survivors of the Eaton fire who are displaced (lost their homes) ,"Interpreter volunteers should sign up here: https://www.kin-nection.org/interpreters

Therapist volunteers should sign up here:https://www.kin-nection.org/therapistss",Instagram,,https://www.instagram.com/kin_nection_/,1/18 7:30 PM,,
Greater LA Area,Akila Eyewear,,Free Items,,,,"A free replacement pair of prescription glasses for anyone who lost their glasses in the fires. If anyone is in need of a replacement pair after the fires, please e-mail info@akila.la with your Rx and proof of residence.",,Instagram,,https://www.instagram.com/p/DE2lX4bOFcp/?igsh=MzRlODBiNWFlZA%3D%3D,1/19 7:45 PM,,
Greater LA Area,Pilipino Workers Center of Southern California - Community Care Program,,"Donation Drives, Services, Free Items, Transportation, Shelter",,,,"transportation for evacuation, temporary housing, cash assistance, masks, mental and emotional support","ANSWER OUR SURVEY here: www.pwcsc.org/emergency-assistance

213.250.4353",PWCSC,,https://www.pwcsc.org/emergency-assistance,1/18 7:15 PM,,
Remote,Mothership Rising,,Services,,Can sign up to volunteer to support pregnant and postpartum families impacted by fires: Google Form,,"Mothership Rising is a local LA company supporting pregnant and postpartum families impacted by the wildfires. We are offering free postpartum planning and care coordination.Our free virtual sessions include:
        •        Reviewing or creating a personalized postpartum plan
        •        Organizing immediate needs
        •        Connecting you with local support organizations
        •        Matching you with trusted postpartum professionals
        •        Helping with administrative tasks like researching resources, filling out forms, and organizing deliveries (think of us as your virtual assistant!) 
        •        Providing listening sessions for emotional support
Fill out this form to sign up for aid: https://forms.gle/xHp4QnES5WoiX4et6",Fill out this form to request aid: https://forms.gle/xHp4QnES5WoiX4et6,Direct Contact,,https://www.instagram.com/p/DE29wG8TZPP/?igsh=YzAyMDM1MGJkZA==,1/19 7:45 PM,,
Van Nuys,Pups Without Borders,,"Free Items, Donation Drives","6628 Van Nuys Blvd, Van Nuys, CA 91405",,"Large bags of dog food (preferred brands are blue diamond, blue buffalo, Zignature, purina)
- Dog treats (we need TONS!!!)
- Toiletry packs/ travel bags
- Small shampoos and conditioners
- New socks (men’s women’s and unisex)
- NEW small and medium beds
- Snacks for the packages (think chips, fruit or granola bars, candy cause we all need candy, etc)
- DOG BRUSHES, we get so many requests for these!
- NEW backpacks
- New dog toys",Supply deliveries.,"Due to limited storage capacity, all donations require pre-approval before drop off. 

Please DM Pups Without Borders or text 213-513-7672.",Instagram,,https://www.instagram.com/pupswithoutborders/,1/19 4:30 PM,,
Greater LA Area,General Strike US - So Cal,,Information,,,,"Information about free or low cost hotel rooms, or reimbursment for current hotel stays

Will also boost individual fundraisers or collab on a social media post to help increase exposure for anyone suffering a loss from the fires",,Instagram,,https://www.instagram.com/p/DE7spSXvGVE/?igsh=amZ4dGQ0MXpyYnd0&img_index=1,1/19 7:45 PM,,
Greater LA Area,Clean Air Club,,Free Items,,"Alt-text writer, CO2 tracking oversight, Taxes + Finances, Brand partner liaison, App building, Social Media admin, Email admin, Accessibility support, Art, Database admin, AirTable tech support, Driving, Advocacy, Manual labor, Scientific research, Legal + policy research, Organizing, Communications, Event Planning, Fundraising, Writing, Other",,Free air purifiers ,"If you live in Boyle Heights, East LA, or Commerce

Please submit comments and questions to 617airfiltration@aqmd.gov",Linktree,,https://linktr.ee/cleanairclub?fbclid=PAZXh0bgNhZW0CMTEAAaZGZM-pIuGN2oEjZTQ77mlZMYUuafnAl0-Ds9MPftJSYHzImot-rW_b3TQ_aem_J73-Ulk-SgDaMEgEP1xlbQ,1/19 7:45 PM,,
Highland Park,The Plus Bus Boutique,,Free Items,"5031 York Blvd, Los Angeles, California 90042",,,"Free Store

plus size clothing",10am-6pm daily,Instagram,1,https://www.instagram.com/p/DEn6icmysFm/?utm_source=ig_web_copy_link,1/19 7:30 PM,,
Remote,Elderly Assistance Volunteer Form,,Services,,"Driving and delivering supplies, Volunteering caretaking for free, Finding them housing, Translating (spanish and chinese), Helping them hunt down applications for financial support they are eligible for and fill it out, On Site Support (if you can travel and commit a few hours at a time at a site), On The Ground Canvassing (if you live near a impacted neighborhood and can take down elderly information), General support",,,,Elderly Assistance Volunteer Form,,https://docs.google.com/forms/d/e/1FAIpQLSfKDtV3r2nNoDQ6EhVj9qPIYezuq8npICbPmoWBX1IZCRoRkw/viewform,1/10 8:30 AM,,
Greater LA Area,CSUN MataCare Emergency Grants,,Direct Funds/Grants,,,,financial assistance to eligible students who have been affected by recent fire-related events in the Los Angeles area. This one-time award aims to help ease the burden of students facing financial challenges due to these unforeseen circumstances.,"The deadline for applications is March 15, 2025, at 11:59 PM.",CSUN,,"https://www.csun.edu/financialaid/matacare-emergency-grant#:~:text=The%20MataCare%20Emergency%20Grant%20assists,are%20depleted%20for%20the%20semester.",1/19 7:30 PM,,
Remote,California Fire Foundation's Supplying Aid to Victims of Emergency (SAVE) Program:,,Direct Funds/Grants,,,,$250 gift cards to eligible fire and natural disaster survivors for necessities like clothing. Distributed on-scene by participating fire departments. ,For more information on your department or district joining the SAVE program click here or contact the California Fire Foundation at save@cpf.org or (916) 641-1707. ,SAVE,,"https://www.cafirefoundation.org/what-we-do/for-communities/save#:~:text=The%20SAVE%20card%20is%20a,aftermath%20of%20a%20house%20fire",1/19 7:30 PM,,
Remote,LACCD LA Strong: Disaster Response Fund,,Direct Funds/Grants,,,,financial support to currentl LACCD studnets and employees,"LACCD Employee Assistance Application
Student Assistant Applicaiont coming soon",LACCD,,https://www.fundlacolleges.org/fire,1/19 7:30 PM,,
Van Nuys,Hotel Surpls Outlet,,Free Items,"6625 Saticoy St, Van Nuys 91406",,,"free sleeper sofas, rolling cots

discounted furniture","contact: help@hotelsurplus.com

Free delivey availble from Lugg",Instagram,,https://www.instagram.com/hotelsurplus,1/18 8:30 AM,,
Castle Heights,Collidescope Foundation,,"Donation Drives, Free Items","3384 Robertson Pl. Los Angeles, CA 90034","walk-ins welcome
Sorters, baggers, drivers, distribution outreach","Hygiene products, kid snacks, books",Essentials and clothes to everyone affected,"Weekdays: 10AM - 9PM
Weekends: 10AM - 5PM",Collidescope,,lafirerelief@collidescope.foundation,1/18 8:30 AM,,
DTLA,RNBW LA DONATION DROP,,"Free Items, Donation Drives","1725 E 7th StLos Angeles, CA 9002.","VOLUNTEERS NEEDED TO HELP SORT DONATIONS, CHECK IN PEOPLE COMING TO DONATE, AND HELP WITH INCOMING TRAFFIC / PARKING. 
10AM - 5PM
RSVP REQUIRED HERE: https://forms.office.com/r/f5Xiy3jj7P","Unopened non-perishable foods
Baby supplies: diapers and formula
Sleeping bags
Unopened toiletries & feminine hygiene products
Batteries & power sources
Flashlights & first aid supplies
Earplugs & eye masks
Hand sanitizer
Socks, toothbrushes, toothpaste
Bottled Waters",donating these to The Mission Hope.,"We are currently asking all vehicles coming for a donation drop to be temporarily parked in front of our office on 7th st. with their emergency lights on.

A RNBW representative will come assist in unloading to bring your donation items inside our warehouse!

VOLUNTEER FORM: https://forms.office.com/r/f5Xiy3jj7P",Instagram,,https://www.instagram.com/p/DE8MfSmzKFO/?igsh=NjZiM2M3MzIxNA%3D%3D&img_index=1,1/18 8:30 AM,,
Remote,Peers,,Services,,,,"FREE online peer support to teens and young adults (age 13-30) impacted by the wildfires.

If you’re feeling anxious and overwhelmed, or are struggling to cope with loss, our peers are here to help. Choose someone who feels right to you and connect 1:1 over video, audio, or chat.","We offer online peer support between 9am and midnight, 7 days a week. You need a device with an internet connection, our website works in any browser or phone.",Peers,,https://peers.net/lafires?discountCode=LAFIRES,1/18 8:30 AM,,
Fairfax,Vanderpump Dogs Center,,"Veterinary Services, Free Items"," 8134 W 3rd St, Los Angeles, CA 90048",,,FREE GROOMING FOR FIRE-AFFECTED DOGS,"To reserve your spot, please email: grooming@vanderpumpdogs.org. Appointments are required, and they’ll be booked through email only. Limited availability.
To ensure the integrity of our mission, please bring proof of residence (such as ID or any document with your address).",Instagram,,https://www.instagram.com/vanderpumpdogs/,1/18 6:15 PM,,
Greater LA Area,Living Spaces,,Free Items,,,,Mattresses,,Living Spaces,,https://www.livingspaces.com/event/firerelief,1/18 6:30 PM,,
Greater LA Area,Zen and Tonic Healing,,Free Items,,"Massage therapists needed
Social Media help needed","natural items for gift bags such as organic tampons,essential oils,organic makeup,etc",Mobile massages and healing sessions to those who lost their home in the fire,Must be 18 and older or 16 and older with parents permission,"website

",,https://linktr.ee/zenandtonichealing,1/19 4:30 PM,,
Long Beach,Plantiitas,"Jan 21 Tuesday, Jan 22 Wednesday, Jan 23 Thursday, Jan 24 Friday, Jan 25 Saturday",Donation Drives,"2011 E 4th St, Long Beach, CA 90814",,"non perishables
single packed snacks
new socks and underwear
hygine products
oral care
feminine care products
baby care products

",redistributing donations to Day Laorere Network,"Bring any of the listed items and receive 15% off of pots and plants.

until 1/125",Instagram,,https://www.instagram.com/plantiitas/,1/20 6:30 PM,,
Greater LA Area,Fuerza Fund by Alliance for a Better Community,,Direct Funds/Grants,,,,"Emergency Stipends: Helping workers and families purchase essential needs such as food, clothing, and lodging/housing, transportation, utilities, and other critical needs during this crisis.

Gift Cards for Essentials: For those without bank accounts, ensuring immediate access to groceries, food delivery, and other necessities.

For essential workers in our community, including caregivers, housekeepers, landscapers, and hourly and part-time service workers","Email: fuerzafund@afabc.org

Phone: +1 909-242-8904","website

",,https://afabc.org/fuerza-fund/,1/19 4:30 PM,,
